tag,timestamp,seed,p0_label,p1_label,winner_label,reward_p0,reward_p1,turns,p0_prizes_taken,p1_prizes_taken,p0_first_attack_turn,p1_first_attack_turn,end_reason,error
tier1,2026-07-03T17:58:37,tier1-run1,lucario,abomasnow,abomasnow,-1,1,10,0,2,3,2,NO_POKEMON_IN_PLAY,
tier1,2026-07-03T17:58:37,tier1-run1,lucario,abomasnow,lucario,1,-1,15,0,4,7,4,OTHER,
tier1,2026-07-03T17:58:37,tier1-run1,lucario,abomasnow,lucario,1,-1,5,0,0,3,2,OTHER,
tier1,2026-07-03T17:58:37,tier1-run1,lucario,abomasnow,abomasnow,-1,1,12,0,3,5,2,OTHER,
tier1,2026-07-03T17:58:37,tier1-run1,lucario,abomasnow,lucario,1,-1,9,1,0,3,2,OTHER,
tier1,2026-07-03T17:58:37,tier1-run1,lucario,abomasnow,lucario,1,-1,23,5,5,5,2,OTHER,
tier1,2026-07-03T17:58:37,tier1-run1,lucario,abomasnow,abomasnow,-1,1,16,5,0,3,10,DECK_OUT,
tier1,2026-07-03T17:58:37,tier1-run1,lucario,abomasnow,abomasnow,-1,1,16,2,1,3,2,DECK_OUT,
tier1,2026-07-03T17:58:37,tier1-run1,lucario,abomasnow,lucario,1,-1,3,0,0,3,2,OTHER,
tier1,2026-07-03T17:58:37,tier1-run1,lucario,abomasnow,abomasnow,-1,1,12,0,3,3,2,DECK_OUT,
tier1,2026-07-03T17:58:37,tier1-run1,lucario,abomasnow,lucario,1,-1,19,0,2,15,2,OTHER,
tier1,2026-07-03T17:58:37,tier1-run1,lucario,abomasnow,lucario,1,-1,13,1,3,3,4,DECK_OUT,
tier1,2026-07-03T17:58:37,tier1-run1,lucario,abomasnow,abomasnow,-1,1,20,1,5,3,4,DECK_OUT,
tier1,2026-07-03T17:58:37,tier1-run1,lucario,abomasnow,abomasnow,-1,1,12,2,1,3,2,DECK_OUT,
tier1,2026-07-03T17:58:37,tier1-run1,lucario,abomasnow,lucario,1,-1,21,3,1,5,2,OTHER,
tier1,2026-07-03T17:58:37,tier1-run1,lucario,abomasnow,abomasnow,-1,1,14,1,3,5,2,OTHER,
tier1,2026-07-03T17:58:37,tier1-run1,lucario,abomasnow,lucario,1,-1,19,3,5,3,2,DECK_OUT,
tier1,2026-07-03T17:58:37,tier1-run1,lucario,abomasnow,lucario,1,-1,3,0,0,3,2,OTHER,
tier1,2026-07-03T17:58:37,tier1-run1,lucario,abomasnow,lucario,1,-1,7,0,0,3,2,OTHER,
tier1,2026-07-03T17:58:37,tier1-run1,lucario,abomasnow,abomasnow,-1,1,14,2,0,3,2,DECK_OUT,
tier1,2026-07-03T17:58:37,tier1-run1,lucario,abomasnow,lucario,1,-1,3,0,0,3,2,OTHER,
tier1,2026-07-03T17:58:37,tier1-run1,lucario,abomasnow,lucario,1,-1,11,1,0,5,2,OTHER,
tier1,2026-07-03T17:58:37,tier1-run1,lucario,abomasnow,lucario,1,-1,13,0,2,3,2,DECK_OUT,
tier1,2026-07-03T17:58:37,tier1-run1,lucario,abomasnow,lucario,1,-1,5,0,0,3,2,OTHER,
tier1,2026-07-03T17:58:37,tier1-run1,lucario,abomasnow,abomasnow,-1,1,22,2,4,3,2,OTHER,
tier1,2026-07-03T17:58:37,tier1-run1,lucario,abomasnow,abomasnow,-1,1,16,0,3,7,2,DECK_OUT,
tier1,2026-07-03T17:58:37,tier1-run1,lucario,abomasnow,abomasnow,-1,1,16,1,2,3,2,DECK_OUT,
tier1,2026-07-03T17:58:37,tier1-run1,lucario,abomasnow,abomasnow,-1,1,12,0,3,3,2,DECK_OUT,
tier1,2026-07-03T17:58:37,tier1-run1,lucario,abomasnow,lucario,1,-1,15,3,2,3,2,OTHER,
tier1,2026-07-03T17:58:37,tier1-run1,lucario,abomasnow,abomasnow,-1,1,16,1,5,3,4,OTHER,
tier1,2026-07-03T17:58:37,tier1-run1,lucario,abomasnow,abomasnow,-1,1,24,2,2,5,2,DECK_OUT,
tier1,2026-07-03T17:58:37,tier1-run1,lucario,abomasnow,abomasnow,-1,1,16,1,5,3,6,DECK_OUT,
tier1,2026-07-03T17:58:37,tier1-run1,lucario,abomasnow,lucario,1,-1,23,1,3,5,2,OTHER,
tier1,2026-07-03T17:58:37,tier1-run1,lucario,abomasnow,abomasnow,-1,1,12,0,3,7,6,OTHER,
tier1,2026-07-03T17:58:37,tier1-run1,lucario,abomasnow,abomasnow,-1,1,12,0,1,9,2,DECK_OUT,
tier1,2026-07-03T17:58:37,tier1-run1,lucario,abomasnow,abomasnow,-1,1,14,3,1,3,2,DECK_OUT,
tier1,2026-07-03T17:58:37,tier1-run1,lucario,abomasnow,lucario,1,-1,33,2,3,9,2,DECK_OUT,
tier1,2026-07-03T17:58:37,tier1-run1,lucario,abomasnow,lucario,1,-1,5,0,0,3,2,OTHER,
tier1,2026-07-03T17:58:37,tier1-run1,lucario,abomasnow,abomasnow,-1,1,22,1,5,3,2,DECK_OUT,
tier1,2026-07-03T17:58:37,tier1-run1,lucario,abomasnow,abomasnow,-1,1,16,2,1,5,2,DECK_OUT,
tier1,2026-07-03T17:58:37,tier1-run1,lucario,abomasnow,lucario,1,-1,17,2,4,3,2,OTHER,
tier1,2026-07-03T17:58:37,tier1-run1,lucario,abomasnow,abomasnow,-1,1,16,3,5,3,2,OTHER,
tier1,2026-07-03T17:58:37,tier1-run1,lucario,abomasnow,lucario,1,-1,9,3,0,3,2,OTHER,
tier1,2026-07-03T17:58:37,tier1-run1,lucario,abomasnow,lucario,1,-1,13,2,0,3,6,OTHER,
tier1,2026-07-03T17:58:37,tier1-run1,lucario,abomasnow,lucario,1,-1,27,2,2,3,2,DECK_OUT,
tier1,2026-07-03T17:58:37,tier1-run1,lucario,abomasnow,abomasnow,-1,1,10,1,4,5,2,OTHER,
tier1,2026-07-03T17:58:37,tier1-run1,lucario,abomasnow,abomasnow,-1,1,14,1,4,5,6,DECK_OUT,
tier1,2026-07-03T17:58:37,tier1-run1,lucario,abomasnow,abomasnow,-1,1,10,0,1,7,2,NO_POKEMON_IN_PLAY,
tier1,2026-07-03T17:58:37,tier1-run1,lucario,abomasnow,abomasnow,-1,1,10,0,1,5,8,NO_POKEMON_IN_PLAY,
tier1,2026-07-03T17:58:37,tier1-run1,lucario,abomasnow,lucario,1,-1,15,0,5,7,8,DECK_OUT,
tier1,2026-07-03T17:58:37,tier1-run1,lucario,abomasnow,abomasnow,-1,1,22,2,5,3,6,OTHER,
tier1,2026-07-03T17:58:37,tier1-run1,lucario,abomasnow,abomasnow,-1,1,16,2,0,5,2,DECK_OUT,
tier1,2026-07-03T17:58:37,tier1-run1,lucario,abomasnow,lucario,1,-1,27,1,2,5,2,DECK_OUT,
tier1,2026-07-03T17:58:37,tier1-run1,lucario,abomasnow,lucario,1,-1,3,0,0,3,2,OTHER,
tier1,2026-07-03T17:58:37,tier1-run1,lucario,abomasnow,abomasnow,-1,1,14,0,5,7,2,DECK_OUT,
tier1,2026-07-03T17:58:37,tier1-run1,lucario,abomasnow,abomasnow,-1,1,16,4,5,3,6,DECK_OUT,
tier1,2026-07-03T17:58:37,tier1-run1,lucario,abomasnow,lucario,1,-1,3,0,0,3,2,OTHER,
tier1,2026-07-03T17:58:37,tier1-run1,lucario,abomasnow,abomasnow,-1,1,14,3,4,9,8,DECK_OUT,
tier1,2026-07-03T17:58:37,tier1-run1,lucario,abomasnow,abomasnow,-1,1,14,4,1,3,2,DECK_OUT,
tier1,2026-07-03T17:58:37,tier1-run1,lucario,abomasnow,abomasnow,-1,1,16,1,0,5,2,DECK_OUT,
tier1,2026-07-03T17:58:37,tier1-run1,lucario,abomasnow,abomasnow,-1,1,12,0,5,,6,OTHER,
tier1,2026-07-03T17:58:37,tier1-run1,lucario,abomasnow,abomasnow,-1,1,18,1,5,3,2,OTHER,
tier1,2026-07-03T17:58:37,tier1-run1,lucario,abomasnow,abomasnow,-1,1,14,4,4,5,2,DECK_OUT,
tier1,2026-07-03T17:58:37,tier1-run1,lucario,abomasnow,lucario,1,-1,7,0,0,5,2,OTHER,
tier1,2026-07-03T17:58:37,tier1-run1,lucario,abomasnow,abomasnow,-1,1,22,1,4,3,2,DECK_OUT,
tier1,2026-07-03T17:58:37,tier1-run1,lucario,abomasnow,abomasnow,-1,1,14,1,4,3,2,DECK_OUT,
tier1,2026-07-03T17:58:37,tier1-run1,lucario,abomasnow,lucario,1,-1,3,0,0,3,2,OTHER,
tier1,2026-07-03T17:58:37,tier1-run1,lucario,abomasnow,abomasnow,-1,1,12,0,1,5,2,DECK_OUT,
tier1,2026-07-03T17:58:37,tier1-run1,lucario,abomasnow,abomasnow,-1,1,10,0,5,3,2,NO_POKEMON_IN_PLAY,
tier1,2026-07-03T17:58:37,tier1-run1,lucario,abomasnow,abomasnow,-1,1,20,1,5,5,10,OTHER,
tier1,2026-07-03T17:58:37,tier1-run1,lucario,abomasnow,abomasnow,-1,1,22,1,5,5,2,OTHER,
tier1,2026-07-03T17:58:37,tier1-run1,lucario,abomasnow,abomasnow,-1,1,10,0,3,,2,OTHER,
tier1,2026-07-03T17:58:37,tier1-run1,lucario,abomasnow,lucario,1,-1,5,1,0,3,2,OTHER,
tier1,2026-07-03T17:58:37,tier1-run1,lucario,abomasnow,lucario,1,-1,11,1,0,5,4,OTHER,
tier1,2026-07-03T17:58:37,tier1-run1,lucario,abomasnow,abomasnow,-1,1,14,3,1,5,2,DECK_OUT,
tier1,2026-07-03T17:58:37,tier1-run1,lucario,abomasnow,lucario,1,-1,17,4,3,3,8,DECK_OUT,
tier1,2026-07-03T17:58:37,tier1-run1,lucario,abomasnow,lucario,1,-1,5,0,0,3,2,OTHER,
tier1,2026-07-03T17:58:37,tier1-run1,lucario,abomasnow,lucario,1,-1,7,0,0,5,2,OTHER,
tier1,2026-07-03T17:58:37,tier1-run1,lucario,abomasnow,lucario,1,-1,27,2,0,3,2,OTHER,
tier1,2026-07-03T17:58:37,tier1-run1,lucario,abomasnow,abomasnow,-1,1,14,1,2,3,2,DECK_OUT,
tier1,2026-07-03T17:58:37,tier1-run1,lucario,abomasnow,abomasnow,-1,1,12,0,4,5,2,OTHER,
tier1,2026-07-03T17:58:37,tier1-run1,lucario,abomasnow,abomasnow,-1,1,18,2,1,3,4,DECK_OUT,
tier1,2026-07-03T17:58:37,tier1-run1,lucario,abomasnow,abomasnow,-1,1,22,1,5,9,2,DECK_OUT,
tier1,2026-07-03T17:58:37,tier1-run1,lucario,abomasnow,lucario,1,-1,5,1,0,3,2,OTHER,
tier1,2026-07-03T17:58:37,tier1-run1,lucario,abomasnow,lucario,1,-1,13,1,0,5,2,OTHER,
tier1,2026-07-03T17:58:37,tier1-run1,lucario,abomasnow,abomasnow,-1,1,12,1,4,5,2,OTHER,
tier1,2026-07-03T17:58:37,tier1-run1,lucario,abomasnow,abomasnow,-1,1,34,1,2,13,2,DECK_OUT,
tier1,2026-07-03T17:58:37,tier1-run1,abomasnow,lucario,lucario,-1,1,6,0,0,3,2,NO_POKEMON_IN_PLAY,
tier1,2026-07-03T17:58:37,tier1-run1,abomasnow,lucario,lucario,-1,1,10,0,0,3,10,NO_POKEMON_IN_PLAY,
tier1,2026-07-03T17:58:37,tier1-run1,abomasnow,lucario,abomasnow,1,-1,21,5,1,5,16,OTHER,
tier1,2026-07-03T17:58:37,tier1-run1,abomasnow,lucario,lucario,-1,1,8,0,1,3,2,NO_POKEMON_IN_PLAY,
tier1,2026-07-03T17:58:37,tier1-run1,abomasnow,lucario,abomasnow,1,-1,13,0,1,3,2,DECK_OUT,
tier1,2026-07-03T17:58:37,tier1-run1,abomasnow,lucario,abomasnow,1,-1,15,4,0,3,6,DECK_OUT,
tier1,2026-07-03T17:58:37,tier1-run1,abomasnow,lucario,abomasnow,1,-1,15,4,3,5,4,DECK_OUT,
tier1,2026-07-03T17:58:37,tier1-run1,abomasnow,lucario,lucario,-1,1,8,0,0,3,6,NO_POKEMON_IN_PLAY,
tier1,2026-07-03T17:58:37,tier1-run1,abomasnow,lucario,lucario,-1,1,18,5,2,3,2,DECK_OUT,
tier1,2026-07-03T17:58:37,tier1-run1,abomasnow,lucario,abomasnow,1,-1,15,5,2,3,2,OTHER,
tier1,2026-07-03T17:58:37,tier1-run1,abomasnow,lucario,lucario,-1,1,12,3,0,7,2,DECK_OUT,
tier1,2026-07-03T17:58:37,tier1-run1,abomasnow,lucario,abomasnow,1,-1,19,5,4,5,2,DECK_OUT,
tier1,2026-07-03T17:58:37,tier1-run1,abomasnow,lucario,abomasnow,1,-1,13,5,0,3,10,OTHER,
tier1,2026-07-03T17:58:37,tier1-run1,abomasnow,lucario,abomasnow,1,-1,15,5,3,5,2,OTHER,
tier1,2026-07-03T17:58:37,tier1-run1,abomasnow,lucario,abomasnow,1,-1,29,5,2,5,2,OTHER,
tier1,2026-07-03T17:58:37,tier1-run1,abomasnow,lucario,lucario,-1,1,16,5,0,3,4,DECK_OUT,
tier1,2026-07-03T17:58:37,tier1-run1,abomasnow,lucario,lucario,-1,1,6,0,0,3,4,NO_POKEMON_IN_PLAY,
tier1,2026-07-03T17:58:37,tier1-run1,abomasnow,lucario,abomasnow,1,-1,17,5,0,3,8,DECK_OUT,
tier1,2026-07-03T17:58:37,tier1-run1,abomasnow,lucario,abomasnow,1,-1,19,1,1,3,2,DECK_OUT,
tier1,2026-07-03T17:58:37,tier1-run1,abomasnow,lucario,abomasnow,1,-1,13,3,1,3,2,DECK_OUT,
tier1,2026-07-03T17:58:37,tier1-run1,abomasnow,lucario,lucario,-1,1,14,5,0,3,4,DECK_OUT,
tier1,2026-07-03T17:58:37,tier1-run1,abomasnow,lucario,lucario,-1,1,14,0,2,3,4,NO_POKEMON_IN_PLAY,
tier1,2026-07-03T17:58:37,tier1-run1,abomasnow,lucario,lucario,-1,1,12,0,1,3,2,NO_POKEMON_IN_PLAY,
tier1,2026-07-03T17:58:37,tier1-run1,abomasnow,lucario,abomasnow,1,-1,13,5,1,5,2,OTHER,
tier1,2026-07-03T17:58:37,tier1-run1,abomasnow,lucario,lucario,-1,1,12,4,0,3,2,DECK_OUT,
tier1,2026-07-03T17:58:37,tier1-run1,abomasnow,lucario,abomasnow,1,-1,17,4,0,5,2,OTHER,
tier1,2026-07-03T17:58:37,tier1-run1,abomasnow,lucario,abomasnow,1,-1,23,3,5,7,2,DECK_OUT,
tier1,2026-07-03T17:58:37,tier1-run1,abomasnow,lucario,abomasnow,1,-1,23,5,2,3,2,OTHER,
tier1,2026-07-03T17:58:37,tier1-run1,abomasnow,lucario,lucario,-1,1,24,4,2,3,2,DECK_OUT,
tier1,2026-07-03T17:58:37,tier1-run1,abomasnow,lucario,abomasnow,1,-1,7,1,0,3,4,OTHER,
tier1,2026-07-03T17:58:37,tier1-run1,abomasnow,lucario,abomasnow,1,-1,27,3,2,3,2,OTHER,
tier1,2026-07-03T17:58:37,tier1-run1,abomasnow,lucario,lucario,-1,1,22,2,0,3,2,DECK_OUT,
tier1,2026-07-03T17:58:37,tier1-run1,abomasnow,lucario,abomasnow,1,-1,15,5,0,3,2,OTHER,
tier1,2026-07-03T17:58:37,tier1-run1,abomasnow,lucario,abomasnow,1,-1,21,1,4,3,2,DECK_OUT,
tier1,2026-07-03T17:58:37,tier1-run1,abomasnow,lucario,lucario,-1,1,14,0,3,3,2,NO_POKEMON_IN_PLAY,
tier1,2026-07-03T17:58:37,tier1-run1,abomasnow,lucario,abomasnow,1,-1,13,3,2,3,6,DECK_OUT,
tier1,2026-07-03T17:58:37,tier1-run1,abomasnow,lucario,abomasnow,1,-1,15,5,0,7,2,DECK_OUT,
tier1,2026-07-03T17:58:37,tier1-run1,abomasnow,lucario,abomasnow,1,-1,11,3,0,3,2,OTHER,
tier1,2026-07-03T17:58:37,tier1-run1,abomasnow,lucario,abomasnow,1,-1,13,1,1,3,4,DECK_OUT,
tier1,2026-07-03T17:58:37,tier1-run1,abomasnow,lucario,lucario,-1,1,12,3,1,3,2,DECK_OUT,
tier1,2026-07-03T17:58:37,tier1-run1,abomasnow,lucario,lucario,-1,1,22,5,0,3,18,DECK_OUT,
tier1,2026-07-03T17:58:37,tier1-run1,abomasnow,lucario,abomasnow,1,-1,5,1,0,3,2,OTHER,
tier1,2026-07-03T17:58:37,tier1-run1,abomasnow,lucario,abomasnow,1,-1,11,4,0,3,2,OTHER,
tier1,2026-07-03T17:58:37,tier1-run1,abomasnow,lucario,abomasnow,1,-1,3,0,0,3,2,OTHER,
tier1,2026-07-03T17:58:37,tier1-run1,abomasnow,lucario,abomasnow,1,-1,3,0,0,3,2,OTHER,
tier1,2026-07-03T17:58:37,tier1-run1,abomasnow,lucario,abomasnow,1,-1,19,3,3,5,2,DECK_OUT,
tier1,2026-07-03T17:58:37,tier1-run1,abomasnow,lucario,abomasnow,1,-1,11,1,1,3,4,DECK_OUT,
tier1,2026-07-03T17:58:37,tier1-run1,abomasnow,lucario,abomasnow,1,-1,23,5,5,7,2,DECK_OUT,
tier1,2026-07-03T17:58:37,tier1-run1,abomasnow,lucario,abomasnow,1,-1,17,3,2,3,2,DECK_OUT,
tier1,2026-07-03T17:58:37,tier1-run1,abomasnow,lucario,abomasnow,1,-1,13,5,2,3,2,OTHER,
tier1,2026-07-03T17:58:37,tier1-run1,abomasnow,lucario,lucario,-1,1,16,3,0,3,2,DECK_OUT,
tier1,2026-07-03T17:58:37,tier1-run1,abomasnow,lucario,abomasnow,1,-1,13,0,0,3,2,DECK_OUT,
tier1,2026-07-03T17:58:37,tier1-run1,abomasnow,lucario,lucario,-1,1,10,1,1,3,4,NO_POKEMON_IN_PLAY,
tier1,2026-07-03T17:58:37,tier1-run1,abomasnow,lucario,lucario,-1,1,22,5,1,5,12,DECK_OUT,
tier1,2026-07-03T17:58:37,tier1-run1,abomasnow,lucario,abomasnow,1,-1,23,5,5,9,2,DECK_OUT,
tier1,2026-07-03T17:58:37,tier1-run1,abomasnow,lucario,lucario,-1,1,8,0,0,3,4,NO_POKEMON_IN_PLAY,
tier1,2026-07-03T17:58:37,tier1-run1,abomasnow,lucario,abomasnow,1,-1,17,3,0,3,6,OTHER,
tier1,2026-07-03T17:58:37,tier1-run1,abomasnow,lucario,lucario,-1,1,10,0,2,7,4,NO_POKEMON_IN_PLAY,
tier1,2026-07-03T17:58:37,tier1-run1,abomasnow,lucario,abomasnow,1,-1,19,3,1,3,2,DECK_OUT,
tier1,2026-07-03T17:58:37,tier1-run1,abomasnow,lucario,abomasnow,1,-1,43,2,1,3,2,DECK_OUT,
tier1,2026-07-03T17:58:37,tier1-run1,abomasnow,lucario,abomasnow,1,-1,15,2,0,3,2,DECK_OUT,
tier1,2026-07-03T17:58:37,tier1-run1,abomasnow,lucario,abomasnow,1,-1,9,3,0,3,2,OTHER,
tier1,2026-07-03T17:58:37,tier1-run1,abomasnow,lucario,lucario,-1,1,2,0,0,,2,NO_POKEMON_IN_PLAY,
tier1,2026-07-03T17:58:37,tier1-run1,abomasnow,lucario,lucario,-1,1,16,4,3,9,2,OTHER,
tier1,2026-07-03T17:58:37,tier1-run1,abomasnow,lucario,abomasnow,1,-1,13,1,0,9,4,DECK_OUT,
tier1,2026-07-03T17:58:37,tier1-run1,abomasnow,lucario,abomasnow,1,-1,13,3,0,7,2,DECK_OUT,
tier1,2026-07-03T17:58:37,tier1-run1,abomasnow,lucario,abomasnow,1,-1,13,5,1,3,2,DECK_OUT,
tier1,2026-07-03T17:58:37,tier1-run1,abomasnow,lucario,lucario,-1,1,4,0,0,3,2,NO_POKEMON_IN_PLAY,
tier1,2026-07-03T17:58:37,tier1-run1,abomasnow,lucario,abomasnow,1,-1,11,5,0,3,,OTHER,
tier1,2026-07-03T17:58:37,tier1-run1,abomasnow,lucario,lucario,-1,1,12,4,1,3,2,DECK_OUT,
tier1,2026-07-03T17:58:37,tier1-run1,abomasnow,lucario,abomasnow,1,-1,13,1,2,3,4,DECK_OUT,
tier1,2026-07-03T17:58:37,tier1-run1,abomasnow,lucario,abomasnow,1,-1,15,1,4,3,2,DECK_OUT,
tier1,2026-07-03T17:58:37,tier1-run1,abomasnow,lucario,abomasnow,1,-1,13,1,0,3,4,DECK_OUT,
tier1,2026-07-03T17:58:37,tier1-run1,abomasnow,lucario,abomasnow,1,-1,9,1,0,3,2,OTHER,
tier1,2026-07-03T17:58:37,tier1-run1,abomasnow,lucario,abomasnow,1,-1,15,4,0,3,10,DECK_OUT,
tier1,2026-07-03T17:58:37,tier1-run1,abomasnow,lucario,abomasnow,1,-1,25,2,2,5,2,DECK_OUT,
tier1,2026-07-03T17:58:37,tier1-run1,abomasnow,lucario,lucario,-1,1,8,0,0,3,4,NO_POKEMON_IN_PLAY,
tier1,2026-07-03T17:58:37,tier1-run1,abomasnow,lucario,abomasnow,1,-1,15,5,2,7,2,OTHER,
tier1,2026-07-03T17:58:37,tier1-run1,abomasnow,lucario,abomasnow,1,-1,23,5,3,3,2,OTHER,
tier1,2026-07-03T17:58:37,tier1-run1,abomasnow,lucario,abomasnow,1,-1,11,2,0,3,4,OTHER,
tier1,2026-07-03T17:58:37,tier1-run1,abomasnow,lucario,lucario,-1,1,10,5,0,3,6,NO_POKEMON_IN_PLAY,
tier1,2026-07-03T17:58:37,tier1-run1,abomasnow,lucario,abomasnow,1,-1,3,0,0,3,2,OTHER,
tier1,2026-07-03T17:58:37,tier1-run1,abomasnow,lucario,abomasnow,1,-1,13,4,1,3,2,OTHER,
tier1,2026-07-03T17:58:37,tier1-run1,abomasnow,lucario,abomasnow,1,-1,23,4,5,3,2,DECK_OUT,
tier1,2026-07-03T17:58:37,tier1-run1,abomasnow,lucario,abomasnow,1,-1,3,0,0,3,2,OTHER,
tier1,2026-07-03T17:58:37,tier1-run1,abomasnow,lucario,lucario,-1,1,20,5,1,3,4,DECK_OUT,
tier1,2026-07-03T17:58:37,tier1-run1,abomasnow,lucario,abomasnow,1,-1,13,4,3,3,2,DECK_OUT,
tier1,2026-07-03T17:58:37,tier1-run1,abomasnow,lucario,abomasnow,1,-1,19,5,4,3,2,OTHER,
tier1,2026-07-03T17:58:37,tier1-run1,abomasnow,lucario,abomasnow,1,-1,13,5,0,3,6,OTHER,
tier1,2026-07-03T17:58:37,tier1-run1,abomasnow,lucario,lucario,-1,1,4,0,0,3,2,NO_POKEMON_IN_PLAY,
tier1,2026-07-03T17:58:37,tier1-run1,abomasnow,lucario,lucario,-1,1,12,5,0,3,10,DECK_OUT,
tier1,2026-07-03T17:58:37,tier1-run1,abomasnow,lucario,abomasnow,1,-1,29,3,4,7,20,DECK_OUT,
tier1,2026-07-03T17:58:37,tier1-run1,abomasnow,lucario,lucario,-1,1,14,3,3,11,2,OTHER,
tier1,2026-07-03T17:58:37,tier1-run1,abomasnow,lucario,abomasnow,1,-1,17,3,1,9,2,DECK_OUT,
tier1,2026-07-03T17:58:37,tier1-run1,abomasnow,lucario,lucario,-1,1,6,0,1,3,2,NO_POKEMON_IN_PLAY,
tier1,2026-07-03T17:58:37,tier1-run1,abomasnow,lucario,abomasnow,1,-1,15,5,1,3,2,OTHER,
tier1,2026-07-03T17:58:37,tier1-run1,abomasnow,lucario,abomasnow,1,-1,7,2,0,3,2,OTHER,
tier1,2026-07-03T17:58:37,tier1-run1,abomasnow,lucario,lucario,-1,1,18,3,0,3,12,DECK_OUT,
tier1,2026-07-03T17:58:37,tier1-run1,abomasnow,lucario,lucario,-1,1,14,3,1,7,2,DECK_OUT,
tier1,2026-07-03T17:58:37,tier1-run1,abomasnow,lucario,abomasnow,1,-1,13,5,0,3,,DECK_OUT,
tier1,2026-07-03T17:58:51,tier1-run1,lucario,starmie,lucario,1,-1,15,3,4,9,2,OTHER,
tier1,2026-07-03T17:58:51,tier1-run1,lucario,starmie,lucario,1,-1,7,0,0,7,2,OTHER,
tier1,2026-07-03T17:58:51,tier1-run1,lucario,starmie,lucario,1,-1,13,0,0,3,2,OTHER,
tier1,2026-07-03T17:58:51,tier1-run1,lucario,starmie,lucario,1,-1,3,0,0,3,2,OTHER,
tier1,2026-07-03T17:58:51,tier1-run1,lucario,starmie,lucario,1,-1,15,0,0,15,2,OTHER,
tier1,2026-07-03T17:58:51,tier1-run1,lucario,starmie,lucario,1,-1,13,0,0,3,2,OTHER,
tier1,2026-07-03T17:58:51,tier1-run1,lucario,starmie,lucario,1,-1,11,0,0,11,2,OTHER,
tier1,2026-07-03T17:58:51,tier1-run1,lucario,starmie,lucario,1,-1,7,0,0,7,2,OTHER,
tier1,2026-07-03T17:58:51,tier1-run1,lucario,starmie,lucario,1,-1,5,0,0,3,2,OTHER,
tier1,2026-07-03T17:58:51,tier1-run1,lucario,starmie,starmie,-1,1,6,1,0,3,2,NO_POKEMON_IN_PLAY,
tier1,2026-07-03T17:58:51,tier1-run1,lucario,starmie,starmie,-1,1,12,1,2,11,2,DECK_OUT,
tier1,2026-07-03T17:58:51,tier1-run1,lucario,starmie,lucario,1,-1,11,0,0,5,2,OTHER,
tier1,2026-07-03T17:58:51,tier1-run1,lucario,starmie,lucario,1,-1,5,0,0,5,2,OTHER,
tier1,2026-07-03T17:58:51,tier1-run1,lucario,starmie,lucario,1,-1,13,0,0,13,2,OTHER,
tier1,2026-07-03T17:58:51,tier1-run1,lucario,starmie,lucario,1,-1,9,0,0,9,2,OTHER,
tier1,2026-07-03T17:58:51,tier1-run1,lucario,starmie,lucario,1,-1,3,0,0,3,2,OTHER,
tier1,2026-07-03T17:58:51,tier1-run1,lucario,starmie,lucario,1,-1,7,0,0,3,2,OTHER,
tier1,2026-07-03T17:58:51,tier1-run1,lucario,starmie,lucario,1,-1,3,0,0,3,2,OTHER,
tier1,2026-07-03T17:58:51,tier1-run1,lucario,starmie,lucario,1,-1,13,0,0,13,2,NO_POKEMON_IN_PLAY,
tier1,2026-07-03T17:58:51,tier1-run1,lucario,starmie,lucario,1,-1,5,0,0,5,2,OTHER,
tier1,2026-07-03T17:58:51,tier1-run1,lucario,starmie,lucario,1,-1,15,0,0,5,2,OTHER,
tier1,2026-07-03T17:58:51,tier1-run1,lucario,starmie,lucario,1,-1,7,0,0,3,2,OTHER,
tier1,2026-07-03T17:58:51,tier1-run1,lucario,starmie,lucario,1,-1,7,0,0,5,2,OTHER,
tier1,2026-07-03T17:58:51,tier1-run1,lucario,starmie,lucario,1,-1,3,0,0,3,2,OTHER,
tier1,2026-07-03T17:58:51,tier1-run1,lucario,starmie,lucario,1,-1,7,0,0,7,2,OTHER,
tier1,2026-07-03T17:58:51,tier1-run1,lucario,starmie,starmie,-1,1,24,0,5,11,2,DECK_OUT,
tier1,2026-07-03T17:58:51,tier1-run1,lucario,starmie,lucario,1,-1,7,0,0,7,2,OTHER,
tier1,2026-07-03T17:58:51,tier1-run1,lucario,starmie,lucario,1,-1,3,0,0,3,2,OTHER,
tier1,2026-07-03T17:58:51,tier1-run1,lucario,starmie,lucario,1,-1,3,0,0,3,2,OTHER,
tier1,2026-07-03T17:58:51,tier1-run1,lucario,starmie,lucario,1,-1,11,0,0,11,2,NO_POKEMON_IN_PLAY,
tier1,2026-07-03T17:58:51,tier1-run1,lucario,starmie,lucario,1,-1,3,0,0,3,2,OTHER,
tier1,2026-07-03T17:58:51,tier1-run1,lucario,starmie,lucario,1,-1,5,0,0,5,2,OTHER,
tier1,2026-07-03T17:58:51,tier1-run1,lucario,starmie,lucario,1,-1,3,0,0,3,2,OTHER,
tier1,2026-07-03T17:58:51,tier1-run1,lucario,starmie,lucario,1,-1,3,0,0,3,2,OTHER,
tier1,2026-07-03T17:58:51,tier1-run1,lucario,starmie,lucario,1,-1,5,0,0,5,2,OTHER,
tier1,2026-07-03T17:58:51,tier1-run1,lucario,starmie,lucario,1,-1,13,0,0,3,2,OTHER,
